symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,EU.C021.C1,EU.C021.C2,EU.C021.C3,EU.C021.C4,EU.C021.C5,EU.C021.C6,EU.C021.C7,EU.C021.C8,EU.C021.C9,EU.C021.C10,EU.C21.ES_c21
CNOT2,2031.645557837784,-0.07117156452322582,0.11462147363309047,0.43030947019886595,0.7064884192008442,2515,1828,3196,2169,2248,1848,1924,2051,2143,1736,1028
CNOT3,1122.7274326589152,0.18697332361382618,0.17592245979667695,0.11216645980325338,0.34178020908662865,1397,1031,1732,1153,1160,671,703,1145,919,800,1644
CNOT4,967.4156553725524,0.1004270352299385,0.14748397934036872,0.3393461043636853,0.6277169879987612,1046,817,1644,1126,994,861,1079,1138,1241,694,334
CNOT6,2034.1257702401383,0.1678585415878036,0.12876905336240804,0.09005291873535973,0.3004618882808944,2867,1763,2747,2046,2027,2067,2091,2072,2263,1628,1107
CNOT6L,1250.6267787682782,-0.11432496378155867,0.12004011608348764,0.22150706104922036,0.5034333612903065,1460,1467,2064,1539,1310,1149,1301,1174,1273,946,332
CNOT7,3447.461505274578,-0.050926569379406844,0.10726716562795392,0.5543284602552716,0.790518116777054,4268,3215,5257,3672,3703,3171,3524,3575,3595,2899,1641
CNOT8,1419.9657807310466,-0.00688452128462088,0.12121954195070067,0.9412491026404892,0.9780930683857669,1690,1254,1957,1319,1725,1330,1404,1382,1500,1151,1038
CNOT9,1268.3992749336583,-0.08906332176573406,0.1630586761166837,0.4167429126128746,0.6965860854447093,2052,1013,1764,1491,1264,961,961,1201,1038,866,1322
CNP,1867.0999620307373,-0.16399484764102668,0.13910456026818563,0.11329074375448801,0.3442010260575766,1921,1928,2551,1749,1877,1844,1440,1943,1638,1441,2123
CNPPD1,603.5430227402194,-0.07460363774709557,0.13283507498850078,0.4509390040110276,0.7199330231356859,930,599,882,574,921,581,397,595,462,380,542
CNPY2,1027.3018166203562,-0.018348058860019792,0.1395358345407248,0.8559610596993599,0.9435587180557825,1266,706,1140,1006,1651,993,708,969,818,919,1188
CNPY2-AS1,47.46283117217434,0.049234483413743764,0.3047390074288142,0.6677767726382356,0.8569703274984756,52,38,60,38,85,37,15,22,21,33,44
CNPY3,682.3832522181114,-0.07981917095832657,0.15597029317968292,0.45719929616274696,0.7252815739431454,747,547,569,570,799,494,291,517,376,411,1133
CNPY4,242.64263181878275,-0.028904823798187193,0.17729338126560637,0.7949201059390008,0.9197322567190572,334,216,310,223,429,318,108,246,201,169,186
CNR1,78.136702692114,0.22086473766565898,0.26542699073137926,0.11387941501212188,0.34517307530811603,180,56,82,50,109,58,94,74,83,67,19
CNRIP1,69.39665330003066,-0.10547770824579746,0.24334362983079022,0.3929208405040748,0.6781387281381954,225,39,59,77,41,47,38,53,25,36,173
CNST,710.0023458504422,0.01637402309530971,0.16960597420043194,0.8811548945693101,0.9537075812918894,665,683,951,711,831,663,629,831,771,508,485
CNTD1,42.32254466797311,-0.17863633684078087,0.318738382185429,0.1921836294074047,0.46670771434625413,33,39,126,42,40,41,48,47,43,20,14
CNTF,25.86847396307647,0.08069305725498238,0.2829086614294736,0.5043591863528428,0.7587439305427052,18,32,21,26,29,15,34,36,36,24,9
CNTFR,447.46108573086934,-1.1463571771269907,0.4867345150925541,1.6779246112569679e-4,0.0028914329369214495,332,79,215,112,75,66,43,53,41,19,3089
CNTLN,239.82569421762136,-0.23279703606254093,0.19537740135953,0.06489531680277828,0.24723294546493083,411,234,461,299,244,172,199,242,243,128,143
CNTN1,154.03557945444712,-0.031808302680392975,0.22758200262630923,0.7854468055318404,0.9147112405869119,149,117,231,142,220,142,197,247,202,114,17
CNTN2,57.572707180022825,-0.09448882134553689,0.36305375970282444,0.40131065317760434,0.6844347479873284,179,21,32,22,11,2,8,10,9,2,377
CNTN3,50.73194920304784,-0.1949390584299148,0.4115154628018308,0.147805988255136,0.4028835115710514,149,33,83,44,61,18,43,39,16,5,32
CNTN4,629.9340698327661,-0.4052691652995492,0.3156547564818373,0.01808691078226096,0.10453971486403374,817,811,1181,951,532,394,580,450,481,408,311
CNTN5,100.50419767209907,2.4512959530539273,0.45372829476189686,3.8874873560726325e-10,2.7047193279875342e-8,88,25,50,33,120,91,110,140,158,109,30
CNTN6,730.4574725159557,0.43984078696322865,0.210841347624008,0.00250780549226042,0.024622845442412028,901,473,748,676,837,671,808,874,946,714,435
CNTNAP1,581.3338402776797,-0.06302147400476474,0.15551761985663254,0.5552012054871933,0.791087100369072,330,617,735,672,481,373,296,553,394,348,1602
CNTNAP2,1637.6215683162957,0.01906129805636258,0.12730865390694115,0.8429410081465774,0.9383607803774532,1280,695,1166,796,772,702,844,734,814,530,7823
CNTNAP3,313.022330537197,-0.6346446504630251,0.3777315895255836,0.003050344919594416,0.02842335907778324,618,155,366,351,222,133,192,142,174,154,740
CNTNAP3B,222.7883492212836,0.006427942525170517,0.1803598950990943,0.9540194228570541,0.9826042837888869,723,103,199,174,153,98,129,156,111,113,311
CNTNAP3C,38.14645836998825,-0.09394951661096448,0.34745893849688025,0.4167335422163844,0.6965860854447093,85,35,64,0,51,34,38,29,12,9,68
CNTNAP5,19.075346921843146,0.1274117331693155,0.38010659377672606,0.28265700942219163,0.5720231221689172,35,10,23,4,7,4,27,19,13,6,55
CNTRL,493.80599370103357,-0.4250670385304846,0.29529090579211736,0.012154845912367535,0.07893679549475233,805,458,673,517,459,282,354,443,382,263,554
CNTROB,589.0389697793559,-0.025936615267332326,0.15694729348754646,0.8077632678887712,0.9248512786071518,897,572,875,556,578,473,396,620,479,464,605
COA1,912.3057756570065,-0.07387151409445589,0.12902431098684486,0.44774167915306384,0.7184001689726012,1259,781,1213,1006,962,784,684,852,740,633,913
COA3,294.3518381161201,0.09557528732130814,0.1768560021597008,0.39924042682505717,0.6833657100561454,300,237,301,275,522,288,198,278,242,247,377
COA4,530.3448622714849,-0.12762808810374004,0.13694315970473403,0.20930095163659262,0.48920874726033364,478,408,695,587,593,390,357,439,362,319,757
COA5,399.6910618774316,-0.36485283638472765,0.2432812113504061,0.014999742652162308,0.09147761241994383,339,413,698,500,460,483,311,348,289,253,357
COA6,156.99782341347978,-5.229718877943414e-5,0.18815156024827695,0.9996296713855592,0.9998057170350391,204,103,209,126,288,146,101,132,121,142,210
COA6-AS1,18.549178359964557,-0.150453102553395,0.33834291057840343,0.2484606648904393,0.5347765122893213,10,20,44,35,11,6,8,20,12,26,12
COA7,528.5244540616078,0.004149313586978274,0.15788427702240695,0.9689826248740789,0.9887846114474066,679,338,558,362,513,319,336,432,400,248,667
COA8,614.7008329584137,-0.024407993655545426,0.1749012621939545,0.8254597252164886,0.9329670033168862,732,623,794,633,915,609,433,615,531,523,371
COASY,615.8885509234439,-0.15471600386619175,0.19474021049666518,0.2001059496109804,0.4772261436429872,699,576,917,601,687,468,320,634,507,404,999
COBL,426.84972022478564,-0.056776369568364515,0.20051467653676777,0.6234892811837189,0.832748681587405,178,588,665,601,435,425,355,507,460,396,21
COBLL1,1086.286682151137,0.6504954700575329,0.2667243913344814,4.49818990159025e-4,0.006537056133747085,562,770,1472,887,1229,1051,1488,1346,1475,1060,58
COCH,147.7264401841653,-0.15468797601129808,0.25036195433174463,0.23311245267448696,0.5172773069446622,128,206,246,183,187,96,156,103,108,115,107
COG1,828.692455335395,-0.014126298559927137,0.11711106657443812,0.8771861168600532,0.9522952850483825,856,883,1183,990,958,784,664,1021,801,775,401
COG2,909.8345480730317,-0.08305832262548032,0.13356545541959708,0.4033082360302437,0.6851767940994073,1382,850,1276,910,890,819,743,928,840,697,799
COG3,1472.7474219082535,-0.02257665644914461,0.11954400599124233,0.8074228491983658,0.9248512786071518,1833,1371,2257,1477,1588,1512,1552,1873,1583,1249,461
COG4,978.3709463492759,0.2550785418773038,0.20371912687071267,0.04973898876650991,0.2080677163905114,1143,890,1004,704,1304,864,608,1227,1023,831,1081
COG5,1964.6680679633246,0.18427925181340338,0.16130039937888335,0.1024088671015281,0.3236841307706448,2329,1822,3095,2385,2053,1946,1943,2044,2050,1568,788
COG6,2133.0064406060187,0.07690723663299538,0.1142711582186185,0.3932691080227279,0.6783261707732726,2207,2023,3759,2452,2299,2103,2241,2003,2316,1842,573
COG7,417.3924180618326,-0.08622223069697953,0.16791474333358483,0.43669370776881195,0.7110716567603194,541,516,648,408,362,423,273,391,305,340,386
COG8,744.3553745035712,-0.048289576840200264,0.1558648683727767,0.6506192125854451,0.8462177934940405,1099,723,894,807,665,460,532,897,731,575,836
COIL,815.8828159855864,0.07552419643005183,0.11453399065558845,0.4025276020308479,0.6850429114757531,859,785,1167,837,867,823,768,909,812,767,501
COL10A1,67.7362306911573,0.01940743341179712,0.3663147506297004,0.8394451099608681,0.9383488048016184,138,28,114,0,46,48,48,79,66,49,6
COL11A1,14741.841427508614,1.0924183861797674,0.1099107628035815,1.183858362299496e-24,4.942016733419246e-22,18714,6529,10843,6760,19032,13308,13244,17624,15782,13936,19786
COL11A2,48.90956769969002,-0.06851434717479711,0.3066073493814948,0.5584883702713311,0.7936713878119733,46,34,63,30,96,29,6,54,16,65,68
COL12A1,7679.864384235223,1.3773590347883202,0.19114164575347492,1.0450278405793618e-14,1.5042995587926019e-12,11813,3558,5170,3257,10843,7848,9759,10644,10294,8400,2669
COL13A1,50.90074137886702,-0.07482374623714819,0.439856247065113,0.31812909598007333,0.6072381852623759,89,7,69,0,0,0,4,14,6,0,188
COL14A1,756.2756050073235,-0.15712032382703314,0.18023311054855065,0.1805577339766375,0.4512727199434056,3236,509,620,719,772,402,474,571,395,318,404
COL15A1,55.80838238137122,0.15372775340505473,0.2744416291998712,0.24248715694877335,0.527632336034743,209,47,61,36,34,47,19,71,51,44,27
COL16A1,442.5738565324691,0.20397903933803596,0.2568873306931744,0.13493424486475533,0.38392756990471877,665,354,573,254,743,437,279,751,365,489,118
COL17A1,1181.572561634379,0.6189498754381544,0.23760587590799284,3.00573552253681e-4,0.004703821157949358,563,957,1019,776,2210,1605,1209,1919,1429,1647,88
COL18A1,12891.67632727549,0.5457524851327655,0.19772768909762709,2.2502229853335381e-4,0.0037018939319309776,15940,10327,12140,8996,16900,12047,6247,17643,8485,12945,19156
COL18A1-AS1,7.823767895334311,0.0849693940835574,0.36115522617637696,0.441865445078264,0.7141873199028992,7,1,12,10,17,13,4,14,8,7,0
COL19A1,20.00092453692407,0.150419702765367,0.40905349280451525,0.21103631962583813,0.4911046508758079,51,8,20,0,27,43,21,21,8,17,0
COL1A1,81840.7595542583,0.11526650682298943,0.14307635963280005,0.2669849695746294,0.5548369660183151,113111,79094,108871,74761,118714,76424,59090,100953,71165,78747,40980
COL1A2,102827.93481066231,0.23964026391012708,0.10938439683104498,0.00853990525772411,0.06194584621784413,111684,93252,118284,85942,176359,112923,95744,137526,102893,115443,21928
COL20A1,17.11361705688289,0.09590174355576651,0.3648891063363889,0.39417333533494403,0.6790984413617406,28,8,8,18,24,8,19,22,9,7,10
COL21A1,32.51427253366634,0.04900667894363647,0.3263210075275486,0.6588640051831991,0.8511183622498525,53,12,47,42,27,5,22,18,33,7,54
COL22A1,302.5007232990256,-0.42216158618646255,0.36627231892014495,0.020467027145434916,0.11460711578620798,1482,318,432,321,273,235,119,166,126,81,157
COL23A1,118.66037986968222,-0.13853244963553762,0.2982348788083102,0.28530582174584657,0.5746548889471356,14,12,27,25,10,9,1,5,7,13,608
COL24A1,166.98017921510166,-0.031239326809455764,0.2524738552180023,0.7898662147276896,0.9168707718820271,404,113,248,159,165,89,172,81,87,107,19
COL25A1,530.0073094173717,1.3254743035882766,0.2475570628465736,1.600219747175074e-9,9.823701962621098e-8,946,220,392,317,806,528,621,788,683,514,115
COL26A1,1114.5468488066215,-0.17725689610615894,0.19540539099964538,0.14764209466636224,0.402699721780287,1377,694,812,682,668,657,406,731,476,428,3569
COL27A1,1066.7487610959734,0.3959067774809397,0.26269582189934587,0.01236195473393374,0.07982208822398515,1821,771,1402,811,1362,794,862,1298,1102,921,683
COL2A1,6459.05565116046,-0.27662610499100593,0.20983508284888985,0.037948077420289876,0.173981048828748,6011,915,2045,1230,1529,861,769,1340,861,626,42991
COL3A1,29671.387230611683,1.1158762042345836,0.1590756058007341,8.506936244018358e-14,1.0680362511475077e-11,57060,14517,21898,16825,50300,29906,30940,47438,39471,31672,7609
COL4A1,89786.75097568262,0.0428404206411591,0.13181865440780582,0.662752112513973,0.8533802263077053,68627,101624,138036,92136,125897,92326,87129,118312,86341,91436,17289
COL4A2,74928.92269312743,-0.1398314129584476,0.1165030226080572,0.12916736067762272,0.37378896210649803,76533,98918,117752,84425,106404,74822,54541,105796,65909,77874,16838
COL4A3,266.89193858544974,1.922761911584468,0.4654198865486815,2.060128471218008e-7,8.289162701782722e-6,28,126,118,74,400,329,339,332,256,245,23
COL4A4,471.5627043973025,0.6585846232037389,0.26673009247962814,4.0533995675187575e-4,0.005995010272668575,275,325,392,311,761,608,790,782,504,538,13
COL4A5,4520.422159350074,0.17054745039382885,0.12946798287379202,0.08630598712639463,0.29298379179199485,2961,4333,5188,3836,5793,4145,4076,5571,4349,4220,3413
COL4A6,1626.7939597688046,0.41910683753922695,0.18527634392791945,0.0017582578466663183,0.018808065037561935,813,1181,1451,1111,1808,1459,1072,1687,1376,1181,2746
COL5A1,45890.95071355598,0.8116218270965994,0.1405223206139653,4.227911819776878e-10,2.917259155646046e-8,74788,38172,47098,35042,63335,44862,37782,67273,48724,51131,9654
COL5A2,19189.507906720028,0.43875350071238384,0.1606038510051904,3.9246842698888174e-4,0.0058408536487168875,27209,13983,21838,13929,27320,19352,18522,24461,21657,19197,9351
COL5A3,49.38073082966634,0.23969958143334838,0.3853248134537539,0.10791061806153608,0.33325161834502115,17,1,18,21,15,9,6,27,15,19,188
COL6A1,2900.182239518122,-0.6052477449838398,0.20489600266596988,1.0354886593290304e-4,0.001934070428800464,2834,3900,5963,3765,2727,2240,1718,3536,2302,2282,939
COL6A2,1787.54378107258,0.018274631902471115,0.13637307390820058,0.8548636541838296,0.9432750545329298,3258,2285,2545,1696,2063,1402,904,2401,1446,1521,979
COL6A3,1998.8830810041336,-0.36938658424204013,0.2495058792709702,0.01518062065886739,0.09227739488961327,7618,1768,2638,1716,1343,882,1100,1733,1592,832,1456
COL6A4P2,12.523962038764624,0.3143081731890277,0.504466242648706,0.05179790130369675,0.2129299251524196,0,2,14,7,23,19,15,14,20,21,0
COL6A5,64.9869846503666,0.9818219358911147,0.8160994923296025,0.0016976472931996703,0.018324055915868196,113,29,48,0,61,78,51,141,118,82,0
COL6A6,14.102781011972338,0.2137200666913198,0.5192413791347966,0.07533382599398367,0.26997064637686335,14,14,0,0,12,7,12,13,13,9,14
COL7A1,1147.005551970152,0.4149247678063735,0.2852813816677988,0.012431105867508148,0.08017559126135615,1884,878,1160,687,1813,1020,670,1469,1022,1194,893
COL8A1,509.8381498587909,0.12842590800848053,0.23176628881764252,0.30345489466377595,0.5931066085840334,2207,296,508,229,471,292,401,355,419,344,406
COL8A2,54.574645550670965,-0.23644328502077783,0.3024793722215257,0.10573207737650937,0.3300643537171347,49,59,88,56,76,34,34,50,27,23,90
COL9A1,91.94109706361037,-0.26750689775048353,0.41079288310730594,0.08434632080589799,0.288432288514619,120,3,60,26,15,16,17,13,17,5,451
COL9A2,112.20587028766055,0.0034191131717725373,0.2644898751875283,0.9764818524413649,0.991857810169221,69,36,62,49,51,22,26,34,12,53,544
COL9A3,509.89604247046213,-0.32541624025499116,0.2526935416190553,0.028661538702005655,0.1448518078831993,413,367,462,366,516,312,115,303,188,246,2202
COLEC10,7.099088273088356,0.1372236083963665,0.4289025673171629,0.21307423939823644,0.4931987744444176,9,5,7,0,8,2,12,17,13,2,4
COLEC12,1093.6653826375893,0.22079161352376414,0.1643261359426311,0.05596409226281281,0.22380036985367519,680,702,949,609,876,627,819,901,765,663,3106
COLGALT1,2567.8685649364265,0.10096365170703472,0.12950062673144463,0.30226886326547264,0.591694840473487,4563,2074,2831,1955,2925,2185,1881,3044,2201,2220,2765
COLGALT2,287.335464687473,-0.30199533536567363,0.2481692047061689,0.03773418317696467,0.1734816604319813,519,285,304,244,192,144,167,217,165,112,720
COLQ,78.33842972094567,-0.1509785384806145,0.2738566969416922,0.24945650063498118,0.5354406536506829,117,76,168,96,59,41,42,82,60,46,72
COMMD1,225.70214259774514,0.08477663625391008,0.1992895159806003,0.4687530307301832,0.7340658506169006,340,151,285,200,403,227,109,251,185,194,209
COMMD10,373.775241956313,-0.05068323923806162,0.15218586417745705,0.631222404241099,0.8361881559712709,439,367,477,328,530,406,351,435,309,228,303
COMMD2,1314.9815578844252,0.03946625779457316,0.153177651225798,0.7088892360182577,0.8792397756856326,1496,1148,2251,1418,1414,1232,1367,1301,1219,1106,712
COMMD3,468.1253562660027,0.023109793920138268,0.1477418874287165,0.8239605965974723,0.9328425006430668,508,454,596,473,685,528,385,474,451,405,170
COMMD3-BMI1,69.84380679183651,-0.08515056955874169,0.2743405576130103,0.4843371473026268,0.7449075882526721,69,83,56,121,51,89,58,54,81,78,0
COMMD4,535.3081016006543,-0.01803193152224123,0.17799119275140068,0.8711415865416073,0.9498088287346889,580,412,613,485,721,612,243,477,301,395,770
COMMD5,226.92365673683017,0.10736098052292416,0.16083375057988603,0.3275559981179454,0.6159380694339472,240,181,273,190,333,194,135,211,214,165,312
COMMD6,582.4370254952767,0.012591096230811649,0.15184781395964547,0.9046137228553555,0.9627606634927837,568,422,806,662,739,697,380,629,415,541,549
COMMD7,871.7787141417823,0.052556222693050735,0.12781120799762694,0.5863180592677559,0.8107308539859246,1162,682,1225,988,1248,957,718,971,802,839,387
COMMD8,334.37399013307953,0.2848074326988291,0.19265027639670892,0.02679688947437303,0.1381032285318151,242,237,350,314,538,394,311,388,333,351,210
COMMD9,914.028880190825,-0.10813922252947492,0.16414520401922736,0.32841986364929443,0.6167290691875752,1010,897,1398,1005,1015,890,941,1006,844,815,321
COMP,113.46438716907402,-1.682860661312339,0.4032590442013401,2.333181314055123e-7,9.276062281450583e-6,78,236,342,228,105,73,53,38,40,75,11
COMT,397.88236834777484,-0.07055106145966933,0.1651957162171963,0.5199438665436135,0.7683330970685512,337,425,611,444,533,349,259,376,278,308,420
COMTD1,36.25480202657854,-0.08998948207459097,0.28287963554947493,0.4613478079306497,0.7286781779063554,16,23,72,28,75,53,28,44,12,19,40
COP1,1385.5338348098087,0.1056780228209411,0.12490084189799681,0.2699564594917009,0.5586482786705195,2005,1149,1703,1385,1461,1255,1172,1409,1266,998,1642
COP1-DT,36.78988532492516,-0.01955230404556774,0.2528415501604072,0.8669806331023783,0.9482440958632025,80,22,44,41,41,50,20,28,41,27,23
COPA,9426.215070709302,0.06555849560713597,0.10372228228043116,0.4354067845276674,0.7102343933403618,12981,8265,11450,8447,12288,8651,8241,9981,9332,7878,7275
COPB1,9094.404097605422,0.12661139385151807,0.11988393470282882,0.17638487217234866,0.44536881377276133,10062,8381,11640,8041,10186,9822,9662,10158,10137,8824,3452
COPB2,9144.234188553719,0.22591076888654435,0.1376616734182139,0.03142331312536403,0.1534815653842797,10607,7788,11785,9038,11823,9443,8871,10459,10551,8693,3351
